STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY,B.O.D. (mg/l),NITRATENAN N+ NITRITENANN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,WQI
3464,"CHALIYAR AT NILAMBUR, MALAPPURAM",KERALA,26.8,7.1,7.4,80.0,0.6,0.5,1921.0,2831,2013,613.32
1572,"CHANDRAGIRI AT PADIYATHADKA, KERALA",KERALA,30.0,7.2,6.9,62.0,1.3,0.11,33.0,150,2013,33.94
1573,"CHITRAPUZHA AT IRUMPANAM, KERALA",KERALA,28.8,3.4,6.7,2965.0,2.3,1.11,271.0,1236,2013,479.01
2295,R CORAPUZHA AT KANAYANKODE,KERALA,27.4,6.1,7.2,15871.0,0.9,0.25,1667.0,2975,2013,2170.14
1564,"R ITHIKKARA AT AYUR, KERALA",KERALA,24.8,6.4,7.2,120.0,1.9,0.77,258.0,618,2013,124.29
2287,R ITHIKKARA AT ITHIKKARA,KERALA,23.6,6.2,7.2,7448.0,2.0,1.01,184.0,483,2013,830.98
1566,"R KADALUNDI AT THIRURANGADY, KERALA",KERALA,29.8,6.6,6.9,77.0,1.6,0.29,264.0,756,2013,136.71
2293,R KADALUNDI AT HAJIRAPPALLY,KERALA,30.2,6.8,7.0,72.0,1.7,0.2,249.0,785,2013,137.25
2337,R KADAMBAYAR AT BRAHMAPURAM,KERALA,28.2,2.9,6.7,305.0,2.2,1.28,403.0,1623,2013,275.23
2338,R KADAMBAYAR AT MANCKAKADAVU,KERALA,27.7,3.0,6.6,86.0,2.0,0.39,357.0,1319,2013,212.79
42,"KALLADA AT PERUMTHOTTAMKADAVU, PUNALOOR, KERALA",KERALA,23.9,6.7,7.1,79.0,1.6,0.34,313.0,738,2013,141.44
2294,R KALLAI AT KALLAI BRIDGE,KERALA,27.4,3.6,7.3,32790.0,2.6,0.59,64259.0,112867,2013,25338.99
3460,"KALPATHI PUZHA AT KALPATHI, PALAKKAD",KERALA,27.8,6.1,7.8,2905.0,1.3,0.54,422.0,997,2013,469.43
3458,KARAPUZHA DAM AT WAYANAD,KERALA,26.4,6.9,7.4,112.0,0.5,0.35,50.0,67,2013,31.72
1571,"R KARINGODE AT KAKKADAVU,  KERALA",KERALA,29.6,7.0,6.9,51.0,1.1,0.18,44.0,317,2013,52.74
1155,"KARAMANA AT MOONNATTUMUKKU, KERALA",KERALA,27.0,3.1,7.2,1416.0,13.2,4.41,2992.0,19917,2013,2789.1
3471,"RIVER KARAMANA AT ARUVIKARA, THIRUVANANTHAPURAM",KERALA,26.3,7.0,7.1,30.0,0.5,0.32,211.0,496,2013,94.82
2289,R KARUVANNURR AT KARUVANNUR BRIDGE,KERALA,30.0,6.1,7.0,59.0,1.8,0.58,89.0,282,2013,56.57
2301,R KAVVAI AT KUTTIYOL PALAM,KERALA,28.0,6.0,6.4,61.0,2.1,0.28,87.0,300,2013,58.09
2291,R KEECHERI AT VADAKKANCHERY BRIDGE,KERALA,30.1,6.3,7.0,105.0,2.8,0.37,142.0,543,2013,98.01
2326,R KORAYAR AT KANJIKODE,KERALA,27.9,6.9,8.1,502.0,0.9,0.72,382.0,615,2013,181.2
1569,"R KUPPAM AT THALIPARAMBA, KERALA",KERALA,27.0,5.9,6.7,14662.0,1.5,0.52,144.0,377,2013,1535.01
2298,R KUPPAM AT RAYAROM,KERALA,26.0,7.8,6.8,49.0,1.4,0.3,122.0,319,2013,64.07
1567,"R KUTTIYADE AT KUTTIYADY ESTATE, KERALA",KERALA,27.7,7.1,7.4,380.0,1.0,0.14,1527.0,66382,2013,7575.0
1568,"R MAHE AT VALAYAM, KERALA",KERALA,27.1,7.3,7.2,67.0,0.9,0.38,6490.0,3471,2013,1367.86
2285,R MAMOM AT MAMOM BRIDGE,KERALA,26.5,6.2,7.2,51.0,0.8,0.23,331.0,942,2013,163.97
1340,"MANIMALA  AT KALLOOPARA, KERALA",KERALA,28.5,7.2,6.8,69.0,1.2,0.45,706.0,941,2013,222.38
1384,"MANIMALA AT THONDRA, KERALA",KERALA,28.7,6.9,6.7,75.0,2.5,0.4,526.0,701,2013,169.78
3459,"MANIYANKODE PUZHA AT MANIYANKODE BRIDGE, WAYANAD",KERALA,25.7,6.3,7.4,113.0,0.6,0.88,98.0,128,2013,45.62
2307,R MANJESWAR AT BAJRAKKARA BR.,KERALA,29.3,7.6,6.8,79.0,1.6,0.31,48.0,109,2013,33.38
1339,"MEENACHIL AT KIDANGOOR, KERALA",KERALA,27.0,7.0,7.2,57.0,0.6,0.46,2117.0,3558,2013,720.39
2304,R MOGRAL AT MOGRAL BR.,KERALA,30.9,5.9,7.0,22576.0,1.5,0.35,42.0,253,2013,2298.06
43,"MUVATTAPUZHA AT VETTIKKATTUMUKKU, KERALA",KERALA,27.1,6.8,7.2,105.0,0.6,0.39,1200.0,2392,2013,459.36
2302,R NEELASWARAM AT NAMBIARKAL DAM,KERALA,30.3,6.3,6.7,2315.0,1.3,0.17,55.0,278,2013,276.54
1570,"R NEELESWARAM AT HOSDURG, KERALA",KERALA,30.4,6.4,6.9,18569.0,1.0,0.27,40.0,277,2013,1899.59
1563,"R NEYYAR AT AMARAVILA, KERALA",KERALA,26.2,6.6,7.3,45.0,0.6,0.39,228.0,940,2013,147.69
2284,R NEYYAR AT ARUVIPURAM,KERALA,26.2,6.9,7.2,42.0,0.5,0.18,151.0,774,2013,117.57
2288,R PALLICKAL AT NELLIMUKAL,KERALA,25.1,6.0,7.3,92.0,1.7,0.56,256.0,597,2013,118.83
1156,"PAMBA AT CHENGANNUR, KERALA",KERALA,27.4,6.1,7.2,59.0,0.7,1.04,181.0,311,2013,73.04
1341,"PAMBA AT THAKAZHY, KERALA",KERALA,28.1,4.5,6.9,1190.0,0.7,1.17,218.0,388,2013,200.06
1565,"PAMBA DOWN, KERALA",KERALA,28.3,4.2,7.0,69.0,0.6,1.04,240.0,420,2013,94.75
17,"PERIYAR NEAR ALWAYENANELOOR, KERALA",KERALA,28.2,6.0,7.0,5569.0,2.2,0.68,473.0,1894,2013,842.28
18,"PERIYAR AT KALADY, KERALA",KERALA,27.2,7.3,7.0,34.0,1.0,0.27,234.0,927,2013,146.32
1338,"PERIYAR AT SEWAGE DISCHARGE POINT, KERALA",KERALA,27.4,6.3,7.0,44.0,1.6,0.32,487.0,1876,2013,289.68
2333,RIVER PERIYAR AT MUPPATHADAM,KERALA,28.2,6.4,7.2,49.0,1.4,0.23,362.0,1357,2013,214.45
2334,RIVER PERIYAR AT PATHALAM,KERALA,27.9,5.9,7.0,3272.0,2.2,0.62,330.0,1284,2013,523.97
2335,R PERIYAR AT KALAMASSERY,KERALA,27.3,4.6,7.0,65.0,1.7,0.28,631.0,1937,2013,319.88
2336,R PERIYAR AT PURAPPALLIKAVU,KERALA,28.2,6.5,6.9,4650.0,2.0,1.0,340.0,1573,2013,695.17
3468,"PERIYAR AT KWA INTAKENAN ALUVA, ERNAKULAM",KERALA,28.2,6.5,7.0,42.0,1.4,1.0,249.0,1221,2013,181.91
2300,R PERUVAMBA AT CHANDAPPURA,KERALA,26.7,6.4,6.4,45.0,1.2,1.0,142.0,376,2013,72.88
2303,R PULLUR AT PULLUR BR.,KERALA,28.0,6.0,6.1,56.0,1.2,0.0,136.0,438,2013,79.91
2290,R PUZHACKAL AT PUZHACKAL BRIDGE,KERALA,29.7,5.3,6.8,99.0,2.8,0.79,106.0,523,2013,89.66
2299,R RAMAPURAM AT RAMAPURAM BRIDGE,KERALA,28.2,3.6,6.5,22131.0,1.8,0.95,105.0,261,2013,2263.27
2305,R SHRIYA AT ANGADIMOGARU,KERALA,28.9,6.9,6.7,66.0,1.8,0.0,93.0,205,2013,49.24
2296,R THALLASSERY AT PATHIPPALAM,KERALA,26.4,6.0,6.6,67.0,1.5,3.69,168.0,398,2013,81.64
2292,R THIRUR AT THALAKKADATHUR BRIDGE,KERALA,30.0,4.9,6.8,9107.0,1.6,1.0,208.0,614,2013,1015.58
2306,R UPPALA AT  UPPALA BR.,KERALA,30.8,6.3,7.0,18931.0,1.4,1.0,34.0,201,2013,1926.72
3473,"RIVER VALAPATTANAM AT PARASSINIKADAVU, KANNUR",KERALA,27.8,6.6,6.8,15525.0,1.1,0.06,149.0,347,2013,1618.86
1442,"VAMANAPURAM, KERALA",KERALA,26.7,7.1,7.5,46.0,0.8,1.0,239.0,1097,2013,166.96
1448,"NAGAVALLI AT THOTAPALLI REGULATOR, A.P.",ANDHRA PRADESH,27.0,6.0,7.3,432.0,1.2,3.0,3.0,78,2013,58.23
2352,"RIVER VAMSHADHARA, KALINGAPATNAM,VIZIANAGARAM",ANDHRA PRADESH,26.8,6.1,7.7,328.0,1.2,1.0,3.0,211,2013,62.29
3080,"U/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,19.0,5.8,7.8,707.0,0.6,0.85,2.0,1100,2013,196.51
3081,"D/S OF KARAKAVAGU AT PALONCHA,  KHAMMAM, A.P.",ANDHRA PRADESH,21.4,6.1,8.0,674.0,0.9,1.0,2.0,1260,2013,211.3
1444,"KALI AT D/S WEST COAST PAPER MILL, KARNATAKA",KARNATAKA,27.1,7.3,7.3,164.0,2.3,1.0,115.0,336,2013,76.77
2780,"KALI AT U/S OF WCPM, DANDELI, KARNATAKA",KARNATAKA,26.3,7.6,7.4,122.0,2.4,1.0,223.0,834,2013,143.5
1894,KUMARADHARA NAN U/S OF UPPINAGADY TOWN BEFORE CONFLUENCE WITH RIVER NETHRAVATHI,KARNATAKA,28.3,6.5,7.1,95.0,1.0,0.0,156.0,212,2013,62.12
1892,NETRAVATHI U/S OF DHARMASTALA AT WATER SUPPLY INTAKE POINT,KARNATAKA,27.9,6.5,7.1,56.0,1.0,0.0,30.0,79,2013,24.63
2423,"BUDHABALANGA, D/S OF BARIPADA TOWN",ORISSA,23.4,7.5,7.8,237.0,1.4,0.89,8281.0,18918,2013,3352.35
2424,BUDHABALANGA AT BALASORE D/S,ORISSA,23.5,7.6,7.6,3688.0,2.3,2.66,19264.0,32918,2013,6885.23
2425,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",ORISSA,22.4,7.3,7.5,82.0,1.2,1.58,15816.0,17512,2013,4312.27
2422,"NAGAVALLI AT PENTA U/S, JAYKAYPUR TOWN",ORISSA,26.8,7.5,8.0,202.0,1.4,1.89,11771.0,23191,2013,4343.01
1642,"NAGAVALLI AT JAYKAYPUR D/S, ORISSA",ORISSA,26.5,7.3,7.9,232.0,2.9,2.23,9026.0,30836,2013,4775.42
1643,"NAGAVALLI AT RAYAGADA D/S, ORISSA",ORISSA,22.0,7.4,7.9,246.0,2.3,1.9,1850.0,3900,2013,736.66
1455,"RUSHIKULYA AT GANJAM U/S, ORISSA",ORISSA,27.6,6.9,8.1,3960.0,2.0,2.26,19058.0,22523,2013,5738.57
1456,"RUSHIKULYA AT GANJAM D/S, ORISSA",ORISSA,26.8,7.0,8.0,28222.0,1.8,2.54,16613.0,10469,2013,6471.96
2426,VANSADHARA AT MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),ORISSA,25.6,7.2,7.8,201.0,1.3,1.59,29937.0,31034,2013,7930.25
2427,VANSADHARA ATGUNUPUR (INTERSTATE BOUNDRY),ORISSA,26.5,7.3,8.0,221.0,1.2,2.26,16103.0,5289,2013,3025.42
1685,"ARASALAR RIVER KARAIKAL REGION, PONDICHERRY",PONDICHERRY,24.0,0.0,7.8,0.0,1.0,1.0,0.0,0,2013,4.65
2442,GAUTAMINANGODAVARI RIVER,PONDICHERRY,28.0,8.0,7.7,401.0,0.0,1.0,0.0,0,2013,46.13
2443,GAUTAMINANGODAVARI RIVER,PONDICHERRY,28.0,8.0,8.2,1886.0,4.0,1.0,0.0,0,2013,195.36
2444,CORINGA RIVER,PONDICHERRY,28.0,7.0,8.2,742.0,5.0,1.0,0.0,0,2013,81.01
2445,MAHE RIVER,PONDICHERRY,27.0,7.0,6.4,149.0,4.0,1.0,0.0,0,2013,21.21
1450,"PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK, TAMILNADU",TAMILNADU,27.8,6.7,7.5,1088.0,1.7,0.0,194.0,474,2013,196.05
1159,"TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD.PAPAVINASAM,TAMILNADU",TAMILNADU,23.4,7.2,6.5,73.0,3.1,0.0,19.0,59,2013,22.19
1160,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY,TAMILNADU",TAMILNADU,25.4,6.7,6.3,98.0,3.3,1.5,21.0,74,2013,27.05
1161,"TAMBIRAPARANI AT TIRUNELVELI,COLLECTORATE,TAMILNADU.",TAMILNADU,26.3,6.3,6.5,143.0,4.0,4.0,38.0,124,2013,40.07
1162,"TAMBIRAPARANI AT MURAPPANADU, TAMILNADU",TAMILNADU,29.0,6.6,6.9,260.0,5.4,1.0,17.0,53,2013,41.23
1328,"TAMBIRAPARANI AT PAPPANKULAM,TAMILNADU",TAMILNADU,24.6,7.1,6.3,71.0,3.5,1.0,24.0,82,2013,25.59
1329,"TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM, TAMILNADU",TAMILNADU,23.5,6.9,6.3,65.0,3.5,0.0,17.0,52,2013,20.35
1330,"TAMBIRAPARANI AT ARUMUGANERI, TAMILNADU",TAMILNADU,29.0,7.3,7.1,607.0,3.6,0.88,33.0,104,2013,83.73
3025,"TAMBIRAPARANI AT ERAL, THOTHUKUDI, TAMILNADU",TAMILNADU,27.0,6.1,7.0,446.0,5.2,0.56,26.0,77,2013,63.39
3026,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI, TAMILNADU",TAMILNADU,24.0,6.9,6.4,94.0,3.2,1.59,20.0,65,2013,25.32
3027,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI, TAMILNADU",TAMILNADU,28.7,6.8,6.8,451.0,9.4,0.55,22.0,58,2013,62.23
3028,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI, TAMILNADU",TAMILNADU,26.3,6.0,6.6,169.0,3.9,2.0,22.0,84,2013,35.63
3029,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI, TAMILNADU",TAMILNADU,25.7,6.5,6.7,187.0,3.3,3.0,32.0,113,2013,42.1
3023,"VASISTA AT SALEM, D/S OF SAGO INDUSRIES EFFLUENT, TAMILNADU",TAMILNADU,26.8,3.4,7.8,2577.0,164.9,1.5,48.0,42,2013,302.91
1023,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",PUNJAB,23.3,5.5,7.2,636.0,9.7,4.0,1328.0,4975,2013,816.97
1024,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",PUNJAB,22.8,4.7,7.3,1088.0,23.8,4.0,28250.0,56000,2013,10515.46
1295,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",PUNJAB,23.3,5.3,7.2,689.0,11.3,4.0,1350.0,6025,2013,941.32
1473,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.), PUNJAB",PUNJAB,21.8,4.9,7.3,1267.0,23.5,3.0,24750.0,54250,2013,9815.58
1698,"D/S CHHATBIR, PUNJAB",PUNJAB,24.3,5.3,7.4,852.0,13.0,4.0,13775.0,26750,2013,5101.58
1699,"U/S DHAKANSU NALLAH, PUNJAB",PUNJAB,23.5,4.9,7.5,977.0,16.5,5.0,12375.0,30500,2013,5317.12
1700,"D/S DHAKANSU NALLAH, PUNJAB",PUNJAB,24.0,4.4,7.4,1256.0,24.8,6.0,25250.0,55250,2013,10000.28
1701,"D/S JHARMAL NADI, PUNJAB",PUNJAB,23.5,4.8,7.2,1021.0,20.3,4.0,22875.0,43700,2013,8349.02
1702,"U/S JHARMAL NADI, PUNJAB",PUNJAB,23.3,5.1,7.3,971.0,14.8,5.0,2125.0,8425,2013,1350.45
1703,"GHAGGER AT MOONAK, PUNJAB",PUNJAB,22.5,4.6,7.4,1284.0,24.3,4.0,21500.0,50000,2013,8862.6
1704,"D/S SARDULGARH, PUNJAB",PUNJAB,26.0,4.0,7.4,1096.0,26.0,3.0,31750.0,57500,2013,11206.94
1705,"U/S SARDULGARH, PUNJAB",PUNJAB,25.8,4.4,7.3,1002.0,21.5,4.0,21000.0,43750,2013,8071.88
1025,"GHAGGAR GHNAN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",HARYANA,0.0,0.0,6.9,910.0,13.0,0.0,0.0,0,2013,93.9
1026,"GHAGGAR GHNAN2 AT CHANDARPUR SYPHON,  HARYANA",HARYANA,0.0,0.0,6.5,930.0,15.0,0.0,0.0,0,2013,96.2
1884,RIVER GHAGGAR AT D/S OF SURAJPUR,HARYANA,0.0,5.0,7.3,0.0,33.9,0.0,0.0,0,2013,7.09
1887,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),HARYANA,0.0,0.0,6.7,960.0,18.0,0.0,0.0,0,2013,99.73
1718,"GAGGAR RIVER WHEN ENTERING IN RAJASTHAN FROM HARYANA NEAR RD NO. 629, RAJASTHAN",RAJASTHAN,30.7,4.8,7.6,295.0,0.8,0.0,4.0,9,2013,37.17
1871,"RIVER MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",HIMACHAL PRADESH,20.3,7.1,7.5,293.0,1.3,0.0,9.0,19,2013,37.61
2624,MARKANDA U/S KALA AMB,HIMACHAL PRADESH,20.7,7.1,7.5,316.0,1.4,0.0,13.0,22,2013,40.92
2625,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,HIMACHAL PRADESH,20.8,6.6,7.5,274.0,1.6,0.0,14.0,24,2013,37.07
1870,"RIVER SUKHANA AT PARWANOO, DISTT. SOLAN, H.P.",HIMACHAL PRADESH,20.6,4.9,7.4,407.0,16.3,0.0,51.0,120,2013,68.74
2947,"RIVER JAWAI AT JAWAI DAM, SIROHI, RAJASTHAN",RAJASTHAN,28.0,4.9,8.3,603.0,1.0,0.0,4.0,5,2013,67.24
1717,"KODRA DAM, MOUNT ABU, RAJASTHAN",RAJASTHAN,23.4,5.5,7.4,138.0,0.8,0.0,4.0,6,2013,20.11
2948,"RIVER BANDI AT HEMAWAS DAM, PALI, RAJASTHAN",RAJASTHAN,25.3,5.5,8.1,625.0,1.1,0.0,4.0,6,2013,69.21
1719,"GAGGAR RIVER D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, RAJASTHAN",RAJASTHAN,31.1,5.0,7.3,305.0,1.7,0.0,4.0,12,2013,38.7
2949,"RIVER LUNI AT RANAKPUR DAM, RANAKPUR, PALI, RAJASTHAN",RAJASTHAN,26.3,5.6,8.1,552.0,1.1,0.0,4.0,6,2013,62.07
3305,"RIVER BANJAR AT MALANJKHAND NEAR W/S INTAKE POINT, JABALPUR",MADHYA PRADESH,22.0,7.3,7.3,402.0,2.1,0.0,4.0,32,2013,49.58
3383,"BUGI RIVER AT MIBANPARA, SOUTH GARO HILLS",MEGHALAYA,24.4,7.2,7.3,99.0,2.2,1.0,26.0,57,2013,25.8
3384,"BUGI RIVER AT DALU, SOUTH GARO HILLS",MEGHALAYA,23.7,7.2,7.4,102.0,2.2,1.0,25.0,56,2013,25.74
3380,"DAMRING RIVER (KRISHNEI RIVER) AT RESUBELPARA, EAST GARO HILLS",MEGHALAYA,24.6,7.6,7.2,72.0,1.8,2.56,24.0,57,2013,22.95
1632,"GANOL RIVER TURA, MEGHALAYA",MEGHALAYA,23.1,7.1,7.5,131.0,2.2,3.2,239.0,413,2013,100.14
1428,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.,MEGHALAYA",MEGHALAYA,21.7,5.2,2.9,682.0,7.8,1.5,16.0,30,2013,79.55
3369,"KYNSHI RIVER AT SOHIONG, WEST KHASI HILLS",MEGHALAYA,18.2,7.3,7.1,47.0,1.3,2.0,15.0,48,2013,16.97
3370,"KYNSHI RIVER AT NANGKHNUM, WEST KHASI HILLS",MEGHALAYA,18.8,7.6,7.2,52.0,1.2,2.0,16.0,36,2013,16.42
3371,"KYNSHI RIVER AT RANIKOR, WEST KHASI HILLS",MEGHALAYA,23.8,8.0,6.9,64.0,1.8,3.38,23.0,49,2013,21.1
3372,RILANG RIVER,MEGHALAYA,17.8,7.9,7.3,46.0,1.4,1.0,12.0,29,2013,14.28
3373,WAH BLEI,MEGHALAYA,18.7,7.4,7.2,53.0,1.9,3.0,14.0,32,2013,15.96
3374,WAH BLEI,MEGHALAYA,18.8,7.7,7.2,55.0,1.6,3.0,15.0,63,2013,19.72
3375,LUKHA RIVER,MEGHALAYA,21.3,6.8,2.7,1074.0,3.2,2.33,4.0,11,2013,114.27
3376,LUKHA RIVER,MEGHALAYA,22.6,7.1,6.5,237.0,3.8,4.56,674.0,1072,2013,248.71
3381,"MANDA RIVER (DUDHAI RIVER) AT JAMPA, EAST GARO HILLS",MEGHALAYA,25.2,7.8,7.2,50.0,1.6,1.77,20.0,41,2013,18.39
3382,"MANDA RIVER (DUDHAI RIVER) AT WAGAISI, EAST GARO HILLS",MEGHALAYA,24.8,7.3,7.3,71.0,2.0,2.66,21.0,47,2013,21.35
3377,"MYNTANG RIVER AT NARTIANG, JAYANTIA HILLS",MEGHALAYA,19.9,7.3,7.0,91.0,1.8,3.3,20.0,45,2013,22.25
3378,"MYNTANG RIVER AT MYNSO, JAYANTIA HILLS",MEGHALAYA,20.7,7.4,7.1,49.0,1.7,2.44,19.0,42,2013,17.61
1631,"MYNTDU RIVER JOWAI, MEGHALAYA",MEGHALAYA,20.6,6.5,7.1,99.0,2.7,3.56,1967.0,2722,2013,609.77
3379,"MYNTDU RIVER AT LESHKA, JAYANTIA HILLS",MEGHALAYA,21.5,7.5,5.7,50.0,1.5,2.21,10.0,23,2013,14.2
3367,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.7,5.8,6.9,68.0,3.1,4.9,197.0,463,2013,92.34
3368,"NONBAH RIVER AT NANGSTOIN MARKE, WEST KHASI HILLS",MEGHALAYA,17.9,6.9,7.2,44.0,1.4,2.66,14.0,33,2013,14.87
1633,"SIMSANG RIVER WILLIAMNAGAR, MEGHALAYA",MEGHALAYA,23.9,7.8,7.3,93.0,1.9,2.99,264.0,444,2013,103.61
3353,"UMIAM MAWPHLANG RIVER AT NONGKREM, EAST KHASI HILLS",MEGHALAYA,18.0,6.6,7.0,66.0,2.3,4.0,29.0,63,2013,22.86
3354,"UMIAM MAWPHLANG RIVER AT UMTYNGNGAR, EAST KHASI HILLS",MEGHALAYA,18.4,7.6,7.1,53.0,1.7,3.0,23.0,53,2013,19.55
3355,"UMIAM MAWPHLANG RIVER AT MAWPHLANG, EAST KHASI HILLS",MEGHALAYA,18.8,7.8,7.0,47.0,1.4,2.0,8.0,35,2013,14.64
3356,"UMIAM MAWPHLANG RIVER AT SHELLA, EAST KHASI HILLS",MEGHALAYA,24.8,7.7,7.4,128.0,1.6,3.32,25.0,56,2013,28.7
3350,UMKHEN AT WAHKDAIT,MEGHALAYA,19.3,7.1,7.0,54.0,1.8,2.58,20.0,43,2013,18.14
3351,UMKHEN AT KSEHPONGDENG,MEGHALAYA,20.6,7.4,7.0,69.0,1.6,3.3,17.0,87,2013,24.3
3352,"UMKHEN RIVER AT DIENGPASOH, EAST KHASI HILLS",MEGHALAYA,20.7,7.5,7.2,58.0,1.6,2.25,21.0,46,2013,19.23
3359,"UMKHRAH RIVER AT DEMTHRING, SHILLONG",MEGHALAYA,18.4,3.1,7.2,401.0,21.8,19.0,22556.0,31444,2013,6891.8
3360,"UMKHRAH RIVER ATUMKALIAR, SHILLONG",MEGHALAYA,19.1,4.7,7.2,202.0,13.6,15.0,13444.0,20056,2013,4250.92
3361,"UMKHRAH RIVER ATMAWLAI, SLAUGHTER",MEGHALAYA,19.7,2.1,7.2,303.0,37.2,18.2,39444.0,62333,2013,12815.6
3362,"UMKHRAH RIVER AT MAWPDANG, MAWLAI",MEGHALAYA,20.1,1.8,7.2,394.0,40.6,15.4,57222.0,96944,2013,19298.93
3357,"UMNGOT RIVER AT SMIT, EAST KHASI HILLS",MEGHALAYA,17.6,7.2,6.9,55.0,1.7,3.04,26.0,56,2013,20.35
3358,"UMNGOT RIVER AT DAWKI, EAST KHASI HILLS",MEGHALAYA,22.7,7.9,7.1,55.0,1.2,3.55,23.0,50,2013,20.07
3363,"UMSHYRPI RIVER AT RISA COLONY, EAST KHASI HILLS",MEGHALAYA,17.9,6.9,6.9,52.0,2.2,3.48,1576.0,45,2013,251.47
3364,"UMSHYRPI RIVER AT LAW COLLEGE, DHANKETI, EAST KHASI HILLS",MEGHALAYA,18.9,1.9,7.0,306.0,34.2,17.9,48278.0,85667,2013,16707.04
3365,"UMSHYRPI RIVER AT UMSHYRPI BRIDGE, EAST KHASI HILLS",MEGHALAYA,19.4,4.5,7.1,196.0,15.5,11.0,48611.0,43333,2013,12085.77
1427,"UMTREW AT BYRNIHAT EAST, MEGHALAYA",MEGHALAYA,23.7,7.2,7.1,107.0,6.7,5.56,303.0,476,2013,115.33
3366,"UMTREW RIVER AT UMRAN, RINAN BHOI",MEGHALAYA,22.7,7.5,7.0,82.0,2.1,3.02,45.0,122,2013,34.03
2050,TLAWNG UPSTREAM AIZAWL,MIZORAM,23.6,7.1,7.5,189.0,1.9,1.0,0.0,0,2013,24.47
2051,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,23.8,7.0,7.6,197.0,1.8,1.0,0.0,0,2013,25.28
2052,TUIRIAL UPPER CATCHMENT,MIZORAM,23.5,7.2,7.9,158.0,1.9,0.95,0.0,0,2013,21.4
2053,TUIRIAL LOWER CATCHMENT,MIZORAM,23.5,6.5,7.8,161.0,1.8,0.99,0.0,0,2013,21.59
1403,"GUMTI AT U/S SOUTH TRIPURA,TRIPURA",TRIPURA,27.4,6.6,7.7,165.0,1.7,0.0,280.0,325,2013,100.21
1404,"GUMTI AT D/S SOUTH TRIPURA, TRIPURA",TRIPURA,21.9,6.7,7.8,167.0,4.8,1.0,440.0,520,2013,145.69
1726,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",TRIPURA,27.5,6.6,7.7,183.0,3.7,1.55,415.0,575,2013,150.27
1393,DAMANGANGA AT D/S OF MADHUBAN,DAMAN & DIU,31.0,7.1,7.8,151.0,8.0,0.08,0.0,0,2012,22.75
1150,DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT,28.0,7.2,7.4,319.0,0.7,0.18,5.0,10,2012,39.69
1865,RIVER DHADAR AT KOTHADA,GUJARAT,27.0,6.2,8.4,894.0,9.0,0.38,140.0,350,2012,156.1
1434,AMLAKHADI AFTER CONFL. OF W. WATER FROM ANKLESHWAR,GUJARAT,30.0,2.2,8.0,1835.0,17.9,0.86,10478.0,25478,2012,4566.47
1980,AMLAKHADI AT PUNGAM ANKLESHWAR DISTT BHARUCH,GUJARAT,31.0,2.0,7.7,3165.0,32.3,3.44,11498.0,15173,2012,3721.73
1149,KOLAK AT PATALIA BDG,GUJARAT,29.0,2.4,7.6,1500.0,6.2,1.31,3.0,13,2012,158.46
1399,ZUARI AT D/S OF PT. WHERE KUMBARJRIA CANAL JOINS,GOA,31.0,5.9,7.2,52.0,2.1,0.08,0.0,90,2012,21.54
1475,ZUARI AT PANCHAWADI,GOA,30.0,6.1,6.8,408.0,1.3,0.17,1300.0,3808,2012,660.83
